Feature_name,Feature_name_2,MODULE,SUBMODULE,COMPARTMENT,CHANNEL1,CHANNEL2,Channels_alphab,MOD-CHAN-COM_100cat,CHAN-MOD-SUB-COM_839cat,CHAN-MOD-SUB_280cat,CHAN-MOD-COM_100cat,CHAN-MOD_34cat,CHAN-MOD_biorelevant_38cat,color
RadialDistribution_ZernikePhase_illumHOECHST_8_0_nuclei,nuclei_radialdistribution_zernikephase_dna_8_0,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_8_2_nuclei,nuclei_radialdistribution_zernikephase_dna_8_2,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_8_4_nuclei,nuclei_radialdistribution_zernikephase_dna_8_4,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_8_6_nuclei,nuclei_radialdistribution_zernikephase_dna_8_6,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_8_8_nuclei,nuclei_radialdistribution_zernikephase_dna_8_8,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_9_1_nuclei,nuclei_radialdistribution_zernikephase_dna_9_1,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_9_3_nuclei,nuclei_radialdistribution_zernikephase_dna_9_3,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_9_5_nuclei,nuclei_radialdistribution_zernikephase_dna_9_5,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_9_7_nuclei,nuclei_radialdistribution_zernikephase_dna_9_7,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
RadialDistribution_ZernikePhase_illumHOECHST_9_9_nuclei,nuclei_radialdistribution_zernikephase_dna_9_9,RadialDistribution,ZernikePhase,nuclei,HOECHST,,HOECHST,RadialDistribution_HOECHST_nuclei,HOECHST_RadialDistribution_ZernikePhase_nuclei,HOECHST_RadialDistribution_ZernikePhase,HOECHST_RadialDistribution_nuclei,HOECHST_RadialDistribution,HOECHST_RadialDistribution,blue
Granularity_1_illumMITO_cells,cells_granularity_1_mito,Granularity,1,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_1_cells,MITO_Granularity_1,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_2_illumMITO_cells,cells_granularity_2_mito,Granularity,2,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_2_cells,MITO_Granularity_2,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_3_illumMITO_cells,cells_granularity_3_mito,Granularity,3,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_3_cells,MITO_Granularity_3,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_4_illumMITO_cells,cells_granularity_4_mito,Granularity,4,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_4_cells,MITO_Granularity_4,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_5_illumMITO_cells,cells_granularity_5_mito,Granularity,5,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_5_cells,MITO_Granularity_5,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_6_illumMITO_cells,cells_granularity_6_mito,Granularity,6,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_6_cells,MITO_Granularity_6,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_7_illumMITO_cells,cells_granularity_7_mito,Granularity,7,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_7_cells,MITO_Granularity_7,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_8_illumMITO_cells,cells_granularity_8_mito,Granularity,8,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_8_cells,MITO_Granularity_8,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_9_illumMITO_cells,cells_granularity_9_mito,Granularity,9,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_9_cells,MITO_Granularity_9,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_10_illumMITO_cells,cells_granularity_10_mito,Granularity,10,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_10_cells,MITO_Granularity_10,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_11_illumMITO_cells,cells_granularity_11_mito,Granularity,11,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_11_cells,MITO_Granularity_11,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_12_illumMITO_cells,cells_granularity_12_mito,Granularity,12,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_12_cells,MITO_Granularity_12,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_13_illumMITO_cells,cells_granularity_13_mito,Granularity,13,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_13_cells,MITO_Granularity_13,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_14_illumMITO_cells,cells_granularity_14_mito,Granularity,14,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_14_cells,MITO_Granularity_14,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_15_illumMITO_cells,cells_granularity_15_mito,Granularity,15,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_15_cells,MITO_Granularity_15,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_16_illumMITO_cells,cells_granularity_16_mito,Granularity,16,cells,MITO,,MITO,Granularity_MITO_cells,MITO_Granularity_16_cells,MITO_Granularity_16,MITO_Granularity_cells,MITO_Granularity,MITO_Granularity,red
Granularity_1_illumMITO_cytoplasm,cytoplasm_granularity_1_mito,Granularity,1,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_1_cytoplasm,MITO_Granularity_1,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_2_illumMITO_cytoplasm,cytoplasm_granularity_2_mito,Granularity,2,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_2_cytoplasm,MITO_Granularity_2,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_3_illumMITO_cytoplasm,cytoplasm_granularity_3_mito,Granularity,3,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_3_cytoplasm,MITO_Granularity_3,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_4_illumMITO_cytoplasm,cytoplasm_granularity_4_mito,Granularity,4,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_4_cytoplasm,MITO_Granularity_4,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_5_illumMITO_cytoplasm,cytoplasm_granularity_5_mito,Granularity,5,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_5_cytoplasm,MITO_Granularity_5,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_6_illumMITO_cytoplasm,cytoplasm_granularity_6_mito,Granularity,6,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_6_cytoplasm,MITO_Granularity_6,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_7_illumMITO_cytoplasm,cytoplasm_granularity_7_mito,Granularity,7,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_7_cytoplasm,MITO_Granularity_7,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_8_illumMITO_cytoplasm,cytoplasm_granularity_8_mito,Granularity,8,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_8_cytoplasm,MITO_Granularity_8,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_9_illumMITO_cytoplasm,cytoplasm_granularity_9_mito,Granularity,9,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_9_cytoplasm,MITO_Granularity_9,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_10_illumMITO_cytoplasm,cytoplasm_granularity_10_mito,Granularity,10,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_10_cytoplasm,MITO_Granularity_10,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_11_illumMITO_cytoplasm,cytoplasm_granularity_11_mito,Granularity,11,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_11_cytoplasm,MITO_Granularity_11,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_12_illumMITO_cytoplasm,cytoplasm_granularity_12_mito,Granularity,12,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_12_cytoplasm,MITO_Granularity_12,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_13_illumMITO_cytoplasm,cytoplasm_granularity_13_mito,Granularity,13,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_13_cytoplasm,MITO_Granularity_13,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_14_illumMITO_cytoplasm,cytoplasm_granularity_14_mito,Granularity,14,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_14_cytoplasm,MITO_Granularity_14,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_15_illumMITO_cytoplasm,cytoplasm_granularity_15_mito,Granularity,15,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_15_cytoplasm,MITO_Granularity_15,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_16_illumMITO_cytoplasm,cytoplasm_granularity_16_mito,Granularity,16,cytoplasm,MITO,,MITO,Granularity_MITO_cytoplasm,MITO_Granularity_16_cytoplasm,MITO_Granularity_16,MITO_Granularity_cytoplasm,MITO_Granularity,MITO_Granularity,red
Granularity_1_illumMITO_nuclei,nuclei_granularity_1_mito,Granularity,1,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_1_nuclei,MITO_Granularity_1,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_2_illumMITO_nuclei,nuclei_granularity_2_mito,Granularity,2,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_2_nuclei,MITO_Granularity_2,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_3_illumMITO_nuclei,nuclei_granularity_3_mito,Granularity,3,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_3_nuclei,MITO_Granularity_3,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_4_illumMITO_nuclei,nuclei_granularity_4_mito,Granularity,4,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_4_nuclei,MITO_Granularity_4,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_5_illumMITO_nuclei,nuclei_granularity_5_mito,Granularity,5,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_5_nuclei,MITO_Granularity_5,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_6_illumMITO_nuclei,nuclei_granularity_6_mito,Granularity,6,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_6_nuclei,MITO_Granularity_6,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_7_illumMITO_nuclei,nuclei_granularity_7_mito,Granularity,7,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_7_nuclei,MITO_Granularity_7,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_8_illumMITO_nuclei,nuclei_granularity_8_mito,Granularity,8,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_8_nuclei,MITO_Granularity_8,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_9_illumMITO_nuclei,nuclei_granularity_9_mito,Granularity,9,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_9_nuclei,MITO_Granularity_9,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_10_illumMITO_nuclei,nuclei_granularity_10_mito,Granularity,10,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_10_nuclei,MITO_Granularity_10,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_11_illumMITO_nuclei,nuclei_granularity_11_mito,Granularity,11,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_11_nuclei,MITO_Granularity_11,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_12_illumMITO_nuclei,nuclei_granularity_12_mito,Granularity,12,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_12_nuclei,MITO_Granularity_12,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Granularity_13_illumMITO_nuclei,nuclei_granularity_13_mito,Granularity,13,nuclei,MITO,,MITO,Granularity_MITO_nuclei,MITO_Granularity_13_nuclei,MITO_Granularity_13,MITO_Granularity_nuclei,MITO_Granularity,MITO_Granularity,red
Intensity_IntegratedIntensity_illumMITO_cells,cells_intensity_integratedintensity_mito,Intensity,IntegratedIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_IntegratedIntensity_cells,MITO_Intensity_IntegratedIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_IntegratedIntensityEdge_illumMITO_cells,cells_intensity_integratedintensityedge_mito,Intensity,IntegratedIntensityEdge,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_IntegratedIntensityEdge_cells,MITO_Intensity_IntegratedIntensityEdge,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_LowerQuartileIntensity_illumMITO_cells,cells_intensity_lowerquartileintensity_mito,Intensity,LowerQuartileIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_LowerQuartileIntensity_cells,MITO_Intensity_LowerQuartileIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MADIntensity_illumMITO_cells,cells_intensity_madintensity_mito,Intensity,MADIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MADIntensity_cells,MITO_Intensity_MADIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MassDisplacement_illumMITO_cells,cells_intensity_massdisplacement_mito,Intensity,MassDisplacement,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MassDisplacement_cells,MITO_Intensity_MassDisplacement,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MaxIntensity_illumMITO_cells,cells_intensity_maxintensity_mito,Intensity,MaxIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MaxIntensity_cells,MITO_Intensity_MaxIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MaxIntensityEdge_illumMITO_cells,cells_intensity_maxintensityedge_mito,Intensity,MaxIntensityEdge,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MaxIntensityEdge_cells,MITO_Intensity_MaxIntensityEdge,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MeanIntensity_illumMITO_cells,cells_intensity_meanintensity_mito,Intensity,MeanIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MeanIntensity_cells,MITO_Intensity_MeanIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MeanIntensityEdge_illumMITO_cells,cells_intensity_meanintensityedge_mito,Intensity,MeanIntensityEdge,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MeanIntensityEdge_cells,MITO_Intensity_MeanIntensityEdge,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MedianIntensity_illumMITO_cells,cells_intensity_medianintensity_mito,Intensity,MedianIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MedianIntensity_cells,MITO_Intensity_MedianIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MinIntensity_illumMITO_cells,cells_intensity_minintensity_mito,Intensity,MinIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MinIntensity_cells,MITO_Intensity_MinIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_MinIntensityEdge_illumMITO_cells,cells_intensity_minintensityedge_mito,Intensity,MinIntensityEdge,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_MinIntensityEdge_cells,MITO_Intensity_MinIntensityEdge,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_StdIntensity_illumMITO_cells,cells_intensity_stdintensity_mito,Intensity,StdIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_StdIntensity_cells,MITO_Intensity_StdIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_StdIntensityEdge_illumMITO_cells,cells_intensity_stdintensityedge_mito,Intensity,StdIntensityEdge,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_StdIntensityEdge_cells,MITO_Intensity_StdIntensityEdge,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_UpperQuartileIntensity_illumMITO_cells,cells_intensity_upperquartileintensity_mito,Intensity,UpperQuartileIntensity,cells,MITO,,MITO,Intensity_MITO_cells,MITO_Intensity_UpperQuartileIntensity_cells,MITO_Intensity_UpperQuartileIntensity,MITO_Intensity_cells,MITO_Intensity,MITO_Intensity,red
Intensity_IntegratedIntensity_illumMITO_cytoplasm,cytoplasm_intensity_integratedintensity_mito,Intensity,IntegratedIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_IntegratedIntensity_cytoplasm,MITO_Intensity_IntegratedIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_IntegratedIntensityEdge_illumMITO_cytoplasm,cytoplasm_intensity_integratedintensityedge_mito,Intensity,IntegratedIntensityEdge,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_IntegratedIntensityEdge_cytoplasm,MITO_Intensity_IntegratedIntensityEdge,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_LowerQuartileIntensity_illumMITO_cytoplasm,cytoplasm_intensity_lowerquartileintensity_mito,Intensity,LowerQuartileIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_LowerQuartileIntensity_cytoplasm,MITO_Intensity_LowerQuartileIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MADIntensity_illumMITO_cytoplasm,cytoplasm_intensity_madintensity_mito,Intensity,MADIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MADIntensity_cytoplasm,MITO_Intensity_MADIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MassDisplacement_illumMITO_cytoplasm,cytoplasm_intensity_massdisplacement_mito,Intensity,MassDisplacement,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MassDisplacement_cytoplasm,MITO_Intensity_MassDisplacement,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MaxIntensity_illumMITO_cytoplasm,cytoplasm_intensity_maxintensity_mito,Intensity,MaxIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MaxIntensity_cytoplasm,MITO_Intensity_MaxIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MaxIntensityEdge_illumMITO_cytoplasm,cytoplasm_intensity_maxintensityedge_mito,Intensity,MaxIntensityEdge,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MaxIntensityEdge_cytoplasm,MITO_Intensity_MaxIntensityEdge,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MeanIntensity_illumMITO_cytoplasm,cytoplasm_intensity_meanintensity_mito,Intensity,MeanIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MeanIntensity_cytoplasm,MITO_Intensity_MeanIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MeanIntensityEdge_illumMITO_cytoplasm,cytoplasm_intensity_meanintensityedge_mito,Intensity,MeanIntensityEdge,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MeanIntensityEdge_cytoplasm,MITO_Intensity_MeanIntensityEdge,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MedianIntensity_illumMITO_cytoplasm,cytoplasm_intensity_medianintensity_mito,Intensity,MedianIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MedianIntensity_cytoplasm,MITO_Intensity_MedianIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MinIntensity_illumMITO_cytoplasm,cytoplasm_intensity_minintensity_mito,Intensity,MinIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MinIntensity_cytoplasm,MITO_Intensity_MinIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_MinIntensityEdge_illumMITO_cytoplasm,cytoplasm_intensity_minintensityedge_mito,Intensity,MinIntensityEdge,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_MinIntensityEdge_cytoplasm,MITO_Intensity_MinIntensityEdge,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_StdIntensity_illumMITO_cytoplasm,cytoplasm_intensity_stdintensity_mito,Intensity,StdIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_StdIntensity_cytoplasm,MITO_Intensity_StdIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_StdIntensityEdge_illumMITO_cytoplasm,cytoplasm_intensity_stdintensityedge_mito,Intensity,StdIntensityEdge,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_StdIntensityEdge_cytoplasm,MITO_Intensity_StdIntensityEdge,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_UpperQuartileIntensity_illumMITO_cytoplasm,cytoplasm_intensity_upperquartileintensity_mito,Intensity,UpperQuartileIntensity,cytoplasm,MITO,,MITO,Intensity_MITO_cytoplasm,MITO_Intensity_UpperQuartileIntensity_cytoplasm,MITO_Intensity_UpperQuartileIntensity,MITO_Intensity_cytoplasm,MITO_Intensity,MITO_Intensity,red
Intensity_IntegratedIntensity_illumMITO_nuclei,nuclei_intensity_integratedintensity_mito,Intensity,IntegratedIntensity,nuclei,MITO,,MITO,Intensity_MITO_nuclei,MITO_Intensity_IntegratedIntensity_nuclei,MITO_Intensity_IntegratedIntensity,MITO_Intensity_nuclei,MITO_Intensity,MITO_Intensity,red
Intensity_IntegratedIntensityEdge_illumMITO_nuclei,nuclei_intensity_integratedintensityedge_mito,Intensity,IntegratedIntensityEdge,nuclei,MITO,,MITO,Intensity_MITO_nuclei,MITO_Intensity_IntegratedIntensityEdge_nuclei,MITO_Intensity_IntegratedIntensityEdge,MITO_Intensity_nuclei,MITO_Intensity,MITO_Intensity,red
Intensity_LowerQuartileIntensity_illumMITO_nuclei,nuclei_intensity_lowerquartileintensity_mito,Intensity,LowerQuartileIntensity,nuclei,MITO,,MITO,Intensity_MITO_nuclei,MITO_Intensity_LowerQuartileIntensity_nuclei,MITO_Intensity_LowerQuartileIntensity,MITO_Intensity_nuclei,MITO_Intensity,MITO_Intensity,red
Intensity_MADIntensity_illumMITO_nuclei,nuclei_intensity_madintensity_mito,Intensity,MADIntensity,nuclei,MITO,,MITO,Intensity_MITO_nuclei,MITO_Intensity_MADIntensity_nuclei,MITO_Intensity_MADIntensity,MITO_Intensity_nuclei,MITO_Intensity,MITO_Intensity,red
Intensity_MassDisplacement_illumMITO_nuclei,nuclei_intensity_massdisplacement_mito,Intensity,MassDisplacement,nuclei,MITO,,MITO,Intensity_MITO_nuclei,MITO_Intensity_MassDisplacement_nuclei,MITO_Intensity_MassDisplacement,MITO_Intensity_nuclei,MITO_Intensity,MITO_Intensity,red
Intensity_MaxIntensity_illumMITO_nuclei,nuclei_intensity_maxintensity_mito,Intensity,MaxIntensity,nuclei,MITO,,MITO,Intensity_MITO_nuclei,MITO_Intensity_MaxIntensity_nuclei,MITO_Intensity_MaxIntensity,MITO_Intensity_nuclei,MITO_Intensity,MITO_Intensity,red
